Active Status,Type,Item,Description,Preferred Vendor,Height,Width,Depth,MERV,MERV Value,Classification,Category_ID,
Active,Non-inventory Part,LH07526,"LowMelt H 0.75 oz x 26.0"" x 30.0 Yard","American Nonwoven, Inc. / VFT INC.",26,30,,,,m,16,
Active,Non-inventory Part,LH07528,"LowMelt H 0.75 oz x 28.0"" x 30.0 Yard","American Nonwoven, Inc. / VFT INC.",28,30,,,,m,16,
Active,Non-inventory Part,LH07530,"LowMelt H 0.75 oz x 30.0"" x 30.0 Yard","American Nonwoven, Inc. / VFT INC.",30,30,,,,m,16,
Active,Non-inventory Part,LH07533,"LowMelt H 0.75 oz x 33.0"" x 30.0 Yard","American Nonwoven, Inc. / VFT INC.",33,30,,,,m,16,
Active,Non-inventory Part,LH07536,"LowMelt H 0.75 oz x 36.0"" x 30.0 Yard","American Nonwoven, Inc. / VFT INC.",36,30,,,,m,16,
Active,Non-inventory Part,LH07537,"LowMelt H 0.75 oz. x 37.0"" x 30.0 Yard","American Nonwoven, Inc. / VFT INC.",37,30,,,,m,16,
Active,Non-inventory Part,LH07538,"LowMelt H 0.75 oz x 38.0"" x 30.0 Yard","American Nonwoven, Inc. / VFT INC.",38,30,,,,m,16,
Active,Non-inventory Part,LH07545,"LowMelt H 0.75 oz x 45.0"" x 30.0 Yard","American Nonwoven, Inc. / VFT INC.",45,30,,,,m,16,
Active,Non-inventory Part,LH07548,"LowMelt H 0.75 OZ X 48.000"" X 30.0 Yard","American Nonwoven, Inc. / VFT INC.",48,30,,,,m,16,
Active,Non-inventory Part,LH07556,"LowMelt H 0.75 oz x 56.0"" x 30.0 Yard","American Nonwoven, Inc. / VFT INC.",56,30,,,,m,16,
Active,Non-inventory Part,LH07560,"LowMelt H 0.75 OZ X 60.000"" X 30.0 Yard","American Nonwoven, Inc. / VFT INC.",60,30,,,,m,16,
Active,Non-inventory Part,LH07564,"LowMelt H 0.75 OZ X 64.000"" X 30.0 Yard","American Nonwoven, Inc. / VFT INC.",64,30,,,,m,16,
Active,Non-inventory Part,LH07572,"LowMelt H 0.75 oz x 72.0"" x 30.0 Yard","American Nonwoven, Inc. / VFT INC.",72,30,,,,m,16,
Active,Non-inventory Part,LH07574,"LowMelt H 0.75 oz x 74.0"" x 30.0 Yard","American Nonwoven, Inc. / VFT INC.",74,30,,,,m,16,
Active,Non-inventory Part,LH07590,"LowMelt H 0.75 oz x 90.0"" x 30.0 Yard","American Nonwoven, Inc. / VFT INC.",90,30,,,,m,16,
Active,Non-inventory Part,LH07590-1288.6,LH07590  12.88 x 6 Filter Pad,"American Nonwoven, Inc. / VFT INC.",12.88,6,,,,m,16,
Active,Non-inventory Part,LH10056-60,"LowMelt H 1.00 oz x 0.50"" x 56.0"" x 60.0 YARD","American Nonwoven, Inc. / VFT INC.",0.5,56,60,,,m,16,
Active,Non-inventory Part,LH10072-60,"LowMelt H 1.00 oz x 0.50"" x 72.0"" x 60.0 YARD","American Nonwoven, Inc. / VFT INC.",0.5,72,60,,,m,16,
Active,Non-inventory Part,LH75090-Media Cut,"24"" x 24"" x 2"" White Media 90/90","American Nonwoven, Inc. / VFT INC.",24,24,2,,,m,16,
Active,Non-inventory Part,LHD07507548-30,"D Lowmelt 0.75 OZ X 0.75"" X 48.000"" X 30.0 YARD","American Nonwoven, Inc. / VFT INC.",0.75,48,30,,,m,16,
Active,Non-inventory Part,LM2500 Spares,,MISC,,,,,,m,16,
Active,Non-inventory Part,M-MVH-Gel-122412,12x24x11.5 Galv 99.999% w/Gel Seal,Mikropor America,12,24,11.5,100.00%,18,f,16,
Active,Non-inventory Part,M-MVH-Gel-242412,"MVH-610/610/292-5/6-13AJNG-32-NT-BIBO..HEPA Gel Seal Extractor Clips..Size 24x24x11.5, 99.99% @ 0.3 micron..Galvanized Frame, 1.0"" w.g. @ 2,400 CFM",Mikropor America,24,24,11.5,99.99%,17,f,9,
Active,Non-inventory Part,M11-SPECIAL,M11-SPECIAL,Glasfloss Industries,,,,,11,f,16,
Active,Non-inventory Part,M1120254,20x25x4 (MERV 11) High Capacity Pleat,Glasfloss Industries,20,25,4,MERV 11,11,f,13,
Active,Non-inventory Part,M13-SPECIAL,SPECIAL MERV 13 Pleated Filter,Glasfloss Industries,,,,MERV 13,13,f,13,
Active,Non-inventory Part,MAGAH2424B3H35,"24.0 x 24.0 x 12- MERV 14 MAGNA HT SERIES 500, HEADER STYLE, GASKETING AIR EXIT, FACE GUARDS AIR ENTRY AND EXIT, NOMINAL SIZE",Glasfloss Industries,24,24,12,MERV 14,14,f,16,
Active,Non-inventory Part,MAGGD1625A3OX,16 x 25 x 6 MERV 14 - 900 Series Metal Dbl HDR Nominal Magna Std Cap,Glasfloss Industries,16,25,6,MERV 14,14,f,16,
Active,Non-inventory Part,MAGGD2025A3OX,20 x 25 x 6. MERV 14 - 900 Series Metal Dbl HDR Nominal Magna Std Cap,Glasfloss Industries,20,25,6,MERV 14,14,f,16,
Active,Non-inventory Part,MAGNA HEPA,,Glasfloss Industries,,,,,17,f,16,
Active,Non-inventory Part,MAGNA242412ENH,"24x24x12 MERV 14 Heavy-Duty Aluminized Steel, High Temperature Box Filter w/ Aluminized Faceguards Non-Headered",Glasfloss Industries,24,24,12,MERV 14,14,f,3,
Active,Non-inventory Part,MAGNAH2412B3H,"12x24x12 MERV 14 Heavy-Duty Aluminized Steel, High Temperature Box Filter w/ Aluminized Faceguards",Glasfloss Industries,12,24,12,MERV 14,14,f,3,
Active,Non-inventory Part,MAGNAH2424B3H,"24x24x12 MERV 14 Heavy-Duty Aluminized Steel, High Temperature Box Filter w/ Aluminized Faceguards",Glasfloss Industries,24,24,12,MERV 14,14,f,3,
Active,Non-inventory Part,MBE5-40,MBE5-40; Equivalent to AVS5M40 PARKER,Fluitek Corporation. (PAID BY CC),,,,,,f,16,
Active,Non-inventory Part,MC-292/592/130-8PKN,12x24x6 Headered Merv 14,Mikropor America,12,24,6,Merv 14,14,f,16,
Active,Non-inventory Part,MC-592/592/130-8PKN,24x24x6 Headered Merv 14,Mikropor America,24,24,6,Merv 14,14,f,16,
Not-active,Non-inventory Part,ME,,MISC,,,,,,s,16,
Active,Non-inventory Part,MEDIA,,AFC Manufacturing,,,,,,m,16,
Active,Non-inventory Part,MF0062323,MF0062323 Element Lube oil filter ..Equivalent TE55CD1 Element Filter,Main Filter,,,,,,a,16,
Active,Non-inventory Part,MFK-032-39,FRANKIE FILTER MFK-032-39,"Fleetlife, Inc.",,,,,,f,16,
Active,Non-inventory Part,MG Hydro Pre 23233�,PANFIL G4 592x592 (23.3x23.3x3�),MGT Air Filters,23.3,23.3,3,,,f,16,
Active,Non-inventory Part,MIKROPOR,,Mikropor America,,,,,,f,16,
Not-active,Non-inventory Part,MINI Special,,Glasfloss Industries,,,,,,f,16,
Active,Non-inventory Part,MINI24244-EFS,MERV 11 24x24x4 Plastic Frame MINI Pleat,"Columbus Industries, Inc.",24,24,4,MERV 11,11,f,13,
Active,Non-inventory Part,MINI85H-4/04,VILEDON 20x24x4  MiniPleat 85% Header,"Freudenberg Filtration Technologies, L.P.",20,24,4,85%,13,f,13,
Active,Non-inventory Part,MINI95-2/00,VILEDON 20x20x2 MiniPleat 95%,"Freudenberg Filtration Technologies, L.P.",20,20,2,95%,16,f,13,
Active,Non-inventory Part,MINICP-2/44,Viledon 24x24x2 Carbon Mini CP Filter,"Freudenberg Filtration Technologies, L.P.",24,24,2,95%,16,f,16,
Active,Non-inventory Part,MISC,MISC,MISC,,,,,,a,16,
Active,Non-inventory Part,MODULE,99-0018PH-3-04-11-22..#18PH HALF SIZE PLASTIC MODULE FILLED,RSE Incorporated,,,,,,a,16,
Not-active,Non-inventory Part,MRM8-1/1-PF,LM6000 Guard Door Coalescer Prefilter G4 23.3 x 23.3 x 3.75 Plastic Frame Mini Pleat,MGT Air Filters,23.3,23.3,3.75,,,f,13,
Not-active,Non-inventory Part,MRM8-1/2-PF,LM6000 Guard Door Coalescer Prefilter G4 11.3 x 23.3 x 3� Plastic Frame Mini Pleat,MGT Air Filters,11.3,23.3,,,,f,13,
Not-active,Non-inventory Part,MRM8-GT-LM6,LM6000 Guard Door Coalescer Prefilter G4 23.3 x 23.3 x 3� Plastic Frame Mini Pleat,MGT Air Filters,23.3,23.3,,,,f,13,
Active,Non-inventory Part,MV-F9-03,F9 M154V Mini Pleat,Mikropor America,,,,,15,f,13,
Active,Non-inventory Part,MV 95 MEDIA  Cut,MERV 16 MEDIA Cut to,"Freudenberg Filtration Technologies, L.P.",24,24,12,MERV 16,16,m,16,
Active,Non-inventory Part,MV75 5/6 Non Recess,Viledon 20x24x12 V-Bank Non-Recessed,"Freudenberg Filtration Technologies, L.P.",20,24,12,,13,f,4,
Active,Non-inventory Part,MX120,"VILEDON MaxiPleat 24""x24""x12""","Freudenberg Filtration Technologies, L.P.",24,24,12,,,f,13,
Active,Non-inventory Part,MX95 1/1- DSGP,24x24x12 High Efficiency Rigid Filter DSG Gaketing,"Freudenberg Filtration Technologies, L.P.",24,24,12,,,f,11,
Active,Non-inventory Part,MX98 1/1,73076658 24x24x12 MX98 1/1,"Freudenberg Filtration Technologies, L.P.",24,24,12,,,f,16,
Active,Non-inventory Part,MZE-SPECIAL,MZE-SPECIAL,M.L. Filters,,,,,,f,16,
Active,Non-inventory Part,MZP-SPECIAL,MZP-SPECIAL,M.L. Filters,,,,,,f,16,
Active,Non-inventory Part,N0114B26,"12.75"" x 26"" Open-Closed Cylindrical Cartridge Blended Cellulose -  MERV 11 - 224 ft2 - 1.18"" Bolt Hole","NXTNANO, LLC",12.75,26,,MERV 11,11,f,5,
Active,Non-inventory Part,N0121C26,"17.5"" x 26"" Open-Open Conical Cartridge Blended Cellulose -  MERV 11 - 238 ft2","NXTNANO, LLC",17.5,26,,MERV 11,11,f,5,
Active,Non-inventory Part,N0211F26,"18.75"" x 14"" x 26"" Open-Closed Cylindrical Cartridge - 18.75"" Round Flange - Inner & Outer Expanded Metal - 17.5"" ID Gasket  0.5"" x 0.5"" - Blended Cellulose w/ Nano - MERV 15 - Duratek Spiderweb XP Equivilent - 222 ft2				..","NXTNANO, LLC",18.75,14,26,MERV 15,15,f,5,
Active,Non-inventory Part,N0214B26,"12.75"" x 26"" Open-Closed Cylindrical Cartridge Blended Cellulose w/ nano -  MERV 15 - 224 ft2 - 1.18 Bolt Hole""","NXTNANO, LLC",12.75,26,,MERV 15,15,f,5,
Active,Non-inventory Part,N0221C26,"17.5"" x 26"" Open-Open Conical Cartridge Blended Cellulose w/nano - MERV 15 -238 ft2","NXTNANO, LLC",17.5,26,,MERV 15,15,f,5,
Active,Non-inventory Part,N0711F26,"18.75"" x 14"" x 26"" Open-Closed Cylindrical Cartridge - 18.75"" Round Flange - Inner & Outer Expanded Metal - 17.5"" ID Gasket 0.5"" x 0.75"" - 100% Wet-Laid Synthetic - MERV 13 - Synthetic Spiderweb Equivilent - 222 ft2","NXTNANO, LLC",18.75,14,26,MERV 13,13,f,5,
Active,Non-inventory Part,N0714B26,"12.75""x26"" Open-Closed Cylindrical Cartridge 100% Synthetic - MERV 13","NXTNANO, LLC",12.75,26,,MERV 13,13,f,5,
Active,Non-inventory Part,N0801A22,"12.75"" x 8.38"" x 22""  Cylindrical Cartridge - 189 ft�..P/N N0801A22 - TFP90 22""","NXTNANO, LLC",12.75,8.38,22,,,f,5,
Active,Non-inventory Part,N0814B26,"12.75"" x 8.38"" x 26"" Cylindrical Cartridge - 224 ft�..P/N N0814B26 - TFP90 26""","NXTNANO, LLC",12.75,8.38,26,,,f,5,
Active,Non-inventory Part,N1418D26,"N1418D26		..12.75"" OD "" x 8.38"" ID x 26.0"" L  MERV 16 synthetic Cartridge. 224 ft�	","NXTNANO, LLC",12.75,8.38,26,MERV 16,16,f,5,
Active,Non-inventory Part,N1418D39,"N1418D39		..12.75"" OD "" x 8.38"" ID x 39.0"" L, MERV 16 synthetic Cartridge 336 ft�			..","NXTNANO, LLC",12.75,8.38,39,MERV 16,16,f,5,
Active,Non-inventory Part,N934,,"NXTNANO, LLC",,,,,,f,16,
Active,Non-inventory Part,NGGC-336 PL-01,"PECO Next Generation Gas Coalescer 4.5"" OD x 36"" L 0.3 Micron Element","Precision Filter Products, LLC",4.5,36,,,,f,16,
Active,Non-inventory Part,Nova Pleat-Special,Nova Pleat Special,Commercial Filters Sales,,,,,,f,13,
Active,Non-inventory Part,NXT-3100138,"18.75"" x 14"" x 26"" Open-Closed Cylindrical Cartridge - 18.75"" Round Flange - Inner & Outer Expanded Metal - 17.5"" ID Gasket 0.5"" x 0.75"" - Blended Cellulose W/ Nano Merv 13","NXTNANO, LLC",18.75,14,26,Merv 13,13,f,5,
Active,Non-inventory Part,NXT-GT Canister,,"NXTNANO, LLC",,,,,,f,16,
Active,Non-inventory Part,NXT-N934,"Composite filter for LM6000L, 80/20 blend","NXTNANO, LLC",,,,,,f,16,
Active,Non-inventory Part,NXT-VEE-SOCK 1/1,4V SOCK 24x24x12 V-Bank Filters ..for NxtNano V Cell,"NXTNANO, LLC",24,24,12,,,f,4,
Active,Non-inventory Part,P-Clips,P- Clips,MISC,,,,,,a,16,
Active,Non-inventory Part,P 2605-10B6,P 2605-10B6..Equivalent PT43410,Fluitek Corporation. (PAID BY CC),,,,,,m,16,
Active,Non-inventory Part,P12108-058,"P12108-058 Mahle Duplex Pressure Filter, Aluminum Construction, NBR Seals,..63 Bar Max Operating Pressure w/ Differential Pressure indicator","Precision Filter Products, LLC",,,,,,m,16,
Active,Non-inventory Part,P15/150S Cut Pad,Cut Piece P15/150S,AFC Manufacturing,,,,,,m,16,
Active,Non-inventory Part,P15/150S Roll,"P15/150S Viledon Bulk Roll 78.75"" x 131'3"" x �""","Freudenberg Filtration Technologies, L.P.",78.75,131,,,,m,16,
Active,Non-inventory Part,P15/350-244196,"1200 V2-SERIE B   Drw# AQP3587IGJ01..   620x497mm (24.4""x19.6"")",AFC Manufacturing,24.4,19.6,,,,m,16,
Active,Non-inventory Part,P15/350-539242-N,"1600 V2-SERIE B    Drw# AQP3607IGJ01..   1370x615mm  w/140x373mm notch..   (53.9""x24.2"" w/5�""x14.7"" notch)",AFC Manufacturing,53.9,24.2,,,,m,16,
Not-active,Non-inventory Part,P15/350S-1330,13x30  Air Intake Filter,AFC Manufacturing,13,30,,,,m,16,
Active,Non-inventory Part,P15/350S Cut Pad,Cut Piece P15/350S,AFC Manufacturing,,,,,,m,16,
Active,Non-inventory Part,P15/350S Roll,"P15/350S Viledon Bulk Roll 78.75"" x 98'4"" x �""","Freudenberg Filtration Technologies, L.P.",78.75,98,,,,m,16,
Active,Non-inventory Part,P15/500S Cut Pad,Cut Piece P15/500S,AFC Manufacturing,,,,,,m,16,
Active,Non-inventory Part,P15/500S Roll,"P15/500S Viledon Bulk Roll 78.75"" x 65'7""","Freudenberg Filtration Technologies, L.P.",78.75,65,,,,m,16,
Active,Non-inventory Part,P415-10A,Baldwin Lube Oil Filter Element,"Precision Filter Products, LLC",,,,,,a,16,
Active,Non-inventory Part,"P524742-22"" Cranks","22"" Crank w/washer & gaskets / No Nuts",Riverfront Machine,,,,,,f,16,
Active,Non-inventory Part,P90-220-AN-5E,"P90-220-AN-5E Parker P90 Series, PEACH Polyester Media, 2.5"" OD X 20""..Length, DOE, 5 Micron Rating..","Precision Filter Products, LLC",,,,,,m,16,
Active,Non-inventory Part,PA/560 G-10,"Bulk Roll 83""x65'   PA/560 G-10 (2x20)M","Freudenberg Filtration Technologies, L.P.",83,65,,,,m,16,
Active,Non-inventory Part,PA/560 G-10 Cut Media,Cut Piece PA/560 G-10,AFC Manufacturing,,,,,,m,16,
Active,Non-inventory Part,PAR 10 RED MEDIA,"20�"" x 31' x 1"" RED MVS302",Blocksom & Co.,,,,,,m,16,
Active,Non-inventory Part,PAR 20 BLUE MEDIA,"26�"" x 20' x 2"" BLUE",Blocksom & Co.,,,,,,m,16,
Active,Non-inventory Part,PAR 20 GREEN Cut Pad,"24""x18'x2""  GREEN",Blocksom & Co.,24,18,,,,m,16,
Active,Non-inventory Part,PAR 20 GREEN MEDIA,"24"" x 18' x 2"" GREEN",Blocksom & Co.,24,18,,,,m,16,
Active,Non-inventory Part,PBF-0102-P01O10-020N-NS-V-NNS,PBF-0102-P01O10-020N-NS-V-NNS..Eaton POLYLINE Bag Filter Housing,Motion Industries,,,,,,a,16,
Active,Non-inventory Part,PBG12241995,"12x24x19 MERV 15 (95%) 5 Pocket Fiberglass Bag Filter, Standard Header, No Gasket, No Loops",Glasfloss Industries,12,24,19,MERV 15,15,f,1,
Active,Non-inventory Part,PBG2424221810,"24x24x22 MERV 13 (85%) 10 Pocket Fiberglass Bag Filter, Standard Header",Glasfloss Industries,24,24,22,MERV 13,13,f,1,
Active,Non-inventory Part,PBG24242288,"24x24x22 MERV 13 (85%) 8 Pocket Fiberglass Bag Filter, Standard Header",Glasfloss Industries,24,24,22,MERV 13,13,f,1,
Active,Non-inventory Part,PBG24242298,"24x24x22 MERV 15 (95%) 8 Pocket Fiberglass Bag Filter, Standard Header",Glasfloss Industries,24,24,22,MERV 15,15,f,1,
Not-active,Non-inventory Part,PCB-BX,Puracarb Media,MISC,,,,,,m,16,
Active,Non-inventory Part,PCHG-336,"PCHG-336..PECO Conical Helix Gas 4.5"" O.D. x 36"" L 1 Micron Polyester..","Precision Filter Products, LLC",,,,,,a,16,
Active,Non-inventory Part,PCHG-336-10,"PECO Conical Helix Gas Separator 4.5"" O.D. x 36"" L, 10 Micron,..Polyester PEACH Media","Precision Filter Products, LLC",,,,,,m,16,
Active,Non-inventory Part,PD312-12-CG,HILCO Absorbing Filter,Hilliard Corporation,,,,,,a,16,
Active,Non-inventory Part,PD718-03-CN,HILCO Dryer Cartridge,Hilliard Corporation,,,,,,a,5,
Active,Non-inventory Part,PD718-12-CN,HILCO Cartridge,Hilliard Corporation,,,,,,a,5,
Active,Non-inventory Part,PD718-12-CRN,HILCO Filter Cartridge,Hilliard Corporation,,,,,,a,5,
Active,Non-inventory Part,PE 50 P2S,"Polyester SRB 7"" dia x 32"" Long..CS Ring","Industrial Filtration, Inc.",,,,,,a,16,
Active,Non-inventory Part,PE10X29,"PE10X29 ..10u Pleated Polyester Filter L=29""  I=1""",United Filters,,,,,,a,13,
Not-active,Non-inventory Part,PECO,,MISC,,,,,,a,16,
Active,Non-inventory Part,PELLET MEDIA,,AFC Manufacturing,,,,,,a,16,
Active,Non-inventory Part,PES5P1F  Water Filter,PES5P1F-WE 5  Water Filter .. 5 mic..,"Industrial Filtration, Inc.",,,,,,a,16,
Active,Non-inventory Part,PF12242N,"12x24x2, Galvanized Frame, Expanded Metal Mesh One Side",Smith Filter,12,24,2,,,a,16,
Active,Non-inventory Part,PF24242N,"24x24x2, Galvanized Frame, Expanded Metal Mesh One Side",Smith Filter,24,24,2,,,a,16,
Active,Non-inventory Part,PFA1120-10-A,HILCO Filter Cartridge,Hilliard Corporation,,,,,,a,5,
Active,Non-inventory Part,PFA1130-10-A,HILCO Filter Cartridge,Hilliard Corporation,,,,,,a,5,
Active,Non-inventory Part,PFAM- Metal Mesh Filters,PFAM- Metal Mesh Filters,Parker-Hannifin Corporation,,,,,,a,16,
Active,Non-inventory Part,PH206-12-CGVHT,HILCO Pleated Filter Cartridge,Hilliard Corporation,,,,,,a,5,
Active,Non-inventory Part,PH310-01-C,HILCO Filter Element,Hilliard Corporation,,,,,,a,16,
Active,Non-inventory Part,PH310-10-C,HILCO Filter Element,Hilliard Corporation,,,,,,a,16,
Active,Non-inventory Part,PH312-01-CG,PH312-01-CG Hilco Filter Cartridge,Hilliard Corporation,,,,,,a,5,
Active,Non-inventory Part,PH312-03-CG,HILCO Filter Element,Hilliard Corporation,,,,,,a,16,
Active,Non-inventory Part,PH312-05-CG,HILCO Filter Element,Hilliard Corporation,,,,,,a,16,
Active,Non-inventory Part,PH312-10-CG,PH312-10-CG Hilco Filter Cartridge,Hilliard Corporation,,,,,,a,5,
Active,Non-inventory Part,PH312-11-CG,HILCO 312 PLEATED CARTRIDGE,Hilliard Corporation,,,,,,a,5,
Active,Non-inventory Part,PH312-12-CG,"Spare Cartridges, Packed 4/case",Hilliard Corporation,,,,,,a,5,
Active,Non-inventory Part,PH312-12-CGV,HILCO Filter Cartridge,Hilliard Corporation,,,,,,a,5,
Active,Non-inventory Part,PH414-01-CG,HILCO PLEATED CARTRIDGE..(Included),Hilliard Corporation,,,,,,a,5,
Active,Non-inventory Part,PH414-11-CGVSSS,HILCO Filter Element,Hilliard Corporation,,,,,,a,16,
Active,Non-inventory Part,PH414-12-CG,HILCO Filter Cartridge,Hilliard Corporation,,,,,,a,5,
Active,Non-inventory Part,PH414-12-CGV,HILCO Filter Cartridge,Hilliard Corporation,,,,,,a,5,
Active,Non-inventory Part,PH414-12 -CG,HILCO Filter Element,Hilliard Corporation,,,,,,a,16,
Active,Non-inventory Part,PH426-03-CG1V,HILCO Pleated Cartridge,Hilliard Corporation,,,,,,a,5,
Active,Non-inventory Part,PH426-12-CG1V,HILCO Pleated Cartridge,Hilliard Corporation,,,,,,a,5,
Active,Non-inventory Part,PH439-05-CG1V,HILCO OEM Filter Element,Hilliard Corporation,,,,,,a,16,
Active,Non-inventory Part,PH511-12-C,HILCO HP Filter Element,Hilliard Corporation,,,,,,a,16,
Active,Non-inventory Part,PH518-01-CGV,HILCO Filter Cartridge,Hilliard Corporation,,,,,,a,5,
Active,Non-inventory Part,PH518-03-CG,PH518-03-CG HILCO Filter Element ....,Hilliard Corporation,,,,,,a,16,
Active,Non-inventory Part,PH518-11-CGV,HILCO Filter Cartridge,Hilliard Corporation,,,,,,a,5,
Active,Non-inventory Part,PH518-12-CG,HILCO Filter Cartridge,Hilliard Corporation,,,,,,a,5,
Active,Non-inventory Part,PH520-01-CG,HILCO Filter Cartridge,Hilliard Corporation,,,,,,a,5,
Active,Non-inventory Part,PH520-03-CGVRF,HILCO Filter Cartridge,Hilliard Corporation,,,,,,a,5,
Active,Non-inventory Part,PH530-01-CGV,HILCO Filter Element,Hilliard Corporation,,,,,,a,16,
Active,Non-inventory Part,PH530-03-CGV,HILCO Filter Cartridge,Hilliard Corporation,,,,,,a,5,
Active,Non-inventory Part,PH530-03-CGVJ,HILCO ANTI-STATIC CARTRIDGE,Hilliard Corporation,,,,,,a,5,
Active,Non-inventory Part,PH718-01-CN,PH718-01-CNVGE HILCO Filter Cartridge,Hilliard Corporation,,,,,,a,5,
Active,Non-inventory Part,PH718-01-CNV,HILCO Filter Element,Hilliard Corporation,,,,,,a,16,
Active,Non-inventory Part,PH718-01-CNVGE,PH718-01-CNVGE HILCO Filter Cartridge,Hilliard Corporation,,,,,,a,5,
Active,Non-inventory Part,PH718-03-CN,HILCO Filter Element,Hilliard Corporation,,,,,,a,16,
Active,Non-inventory Part,PH718-05-CN,HILCO Filter Cartridge,Hilliard Corporation,,,,,,a,5,
Active,Non-inventory Part,PH718-05-CNVGE,PH718-05-CNVGE HILCO Filter Cartridge,Hilliard Corporation,,,,,,a,5,
Active,Non-inventory Part,PH718-10-CN,HILCO Filter Element,Hilliard Corporation,,,,,,a,16,
Active,Non-inventory Part,PH718-11-CN,HILCO Filter Element,Hilliard Corporation,,,,,,a,16,
Active,Non-inventory Part,PH718-11-CNVGE,PH718-11-CNVGE HILCO Filter Cartridge,Hilliard Corporation,,,,,,a,5,
Active,Non-inventory Part,PH718-12-CN,PH718-12-CN,Hilliard Corporation,,,,,,a,16,
Active,Non-inventory Part,PH718-12-CNJ,HILCO Anti Static Filter Element,Hilliard Corporation,,,,,,a,16,
Active,Non-inventory Part,PH718-40-CN,HILCO Filter Cartridge,Hilliard Corporation,,,,,,a,5,
Active,Non-inventory Part,PH720-01-CG,HILCO Filter Element,Hilliard Corporation,,,,,,a,16,
Active,Non-inventory Part,PH730-01-CG1VGE,HILCO Filter Element,Hilliard Corporation,,,,,,a,16,
Active,Non-inventory Part,PH736-05-C,HILCO Filter Element,Hilliard Corporation,,,,,,a,16,
Active,Non-inventory Part,PH736-10-CB,HILCO Filter Cartridge,Hilliard Corporation,,,,,,a,5,
Active,Non-inventory Part,PH739-01-CGV,HILCO 739 PLEATED CARTRIDGE,Hilliard Corporation,,,,,,a,5,
Active,Non-inventory Part,PH739-03-CG,HILCO Filter Cartridge,Hilliard Corporation,,,,,,a,5,
Active,Non-inventory Part,PH739-03-CGV,HILCO FILTER ELEMENT,Hilliard Corporation,,,,,,a,16,
Active,Non-inventory Part,PH739-05-CG,HILCO Pleated Industrial Cartridge,Hilliard Corporation,,,,,,a,5,
Active,Non-inventory Part,PH739-11-CG,HILCO Filter Element,Hilliard Corporation,,,,,,a,16,
Active,Non-inventory Part,PH739-11-CG1VGE,Hilco Filter Cartridge,Hilliard Corporation,,,,,,a,5,
Active,Non-inventory Part,PH739-12-CG,HILCO Filter Cartridge,Hilliard Corporation,,,,,,a,5,
Active,Non-inventory Part,PH739-12-CGV,HILCO Filter Element,Hilliard Corporation,,,,,,a,16,
Active,Non-inventory Part,PHX/006157F,"V-Cell, ClearCurrent PHX, 23.3x23.3x17.1"" (593H x 593W x 435D)mm, DS Gasketed",Parker Hannifin Corporation - GT,23.3,23.3,17.1,,,f,16,
Not-active,Non-inventory Part,PKA-BX,Purokal AM Media,MISC,,,,,,m,16,
Not-active,Non-inventory Part,PKL-BX,Purakol Media,MISC,,,,,,m,16,
Active,Non-inventory Part,PL310-10-C,HILCO Filter Cartridge,Hilliard Corporation,,,,,,a,5,
Active,Non-inventory Part,PL310-12-BC,HILCO Filter Cartridge,Hilliard Corporation,,,,,,a,5,
Active,Non-inventory Part,PL310-12-C,HILCO Filter Cartridge,Hilliard Corporation,,,,,,a,5,
Active,Non-inventory Part,PL511-05-C,PL511-05-C Cartridge,Hilliard Corporation,,,,,,a,5,
Active,Non-inventory Part,PL511-10-C,HILCO 511 SAFEGARD CARTRIDGE,Hilliard Corporation,,,,,,a,5,
Active,Non-inventory Part,PL511-12-C,Hilco Hyflow Oil Filter PL511-12-C,Hilliard Corporation,,,,,,a,16,
Active,Non-inventory Part,PL518-05-C,HILCO Filter Cartridge,Hilliard Corporation,,,,,,a,5,
Active,Non-inventory Part,PL518-10-C,PL518-10-C Cartridge,Hilliard Corporation,,,,,,a,5,
Active,Non-inventory Part,PL718-03-CN,HILCO Lube Oil Filter Element..(Direct Replacement for KAYDON A910113),Hilliard Corporation,,,,,,a,16,
Active,Non-inventory Part,PL718-03-N,HILCO Filter Element,Hilliard Corporation,,,,,,a,16,
Active,Non-inventory Part,PL718-05-CN,PL718-05-CN Filter Cartridge,Hilliard Corporation,,,,,,a,5,
Active,Non-inventory Part,PL718-05-GE,HILCO Filter Cartridge,Hilliard Corporation,,,,,,a,5,
Active,Non-inventory Part,PL718-05-N,PL718-05-CN Filter Cartridge,Hilliard Corporation,,,,,,a,5,
Active,Non-inventory Part,PL718-10-CN,Seal Oil Filter Cartridge..(Direct Replacement for Parker FP718-10 ),Hilliard Corporation,,,,,,a,5,
Active,Non-inventory Part,PL718-12-CN,HILCO Filter Cartridge,Hilliard Corporation,,,,,,a,5,
Active,Non-inventory Part,PL736-10-CNB,HILCO Filter Element,Hilliard Corporation,,,,,,a,16,
Not-active,Non-inventory Part,PO25P2S-H,PO25P2S-H Snap Rings Bags with Handles,"Industrial Filtration, Inc.",,,,,,a,16,
Active,Non-inventory Part,POG10P2SH,10u #2 Bag Polypro/Felt Glzd POG10P2SH,"Industrial Filtration, Inc.",,,,,,a,16,
Active,Non-inventory Part,POG5P2SH,"5u #2 Bag Polypro/Felt Glzd	POG5P2SH","Industrial Filtration, Inc.",,,,,,a,16,
Active,Non-inventory Part,Poly Panel-Special,Poly Panel Special,M.L. Filters,,,,,,f,14,
