Active Status,Type,Item,Description,Preferred Vendor,Height,Width,Depth,MERV,MERV Value,Classification,Category_ID,
Active,Inventory Part,ZLN25251AC,25x25x1 Carbon Impregnated Pleat,Glasfloss Industries,25,25,1,,8,f,17,
Active,Inventory Part,ZLP10101,10x10x1 MERV10 Standard Capacity Pleat,Glasfloss Industries,10,10,1,MERV10,10,f,13,
Active,Inventory Part,ZLP10161,10x16x1 Special MERV10 Standard Capacity Pleat,Glasfloss Industries,10,16,1,MERV10,10,f,13,
Active,Inventory Part,ZLP10174SP,10 � x 17 � x 4 Special MERV10 Standard Capacity Pleat,Glasfloss Industries,10,7,4,MERV10,10,f,13,
Active,Inventory Part,ZLP10181,10x18x1 MERV10 Standard Capacity Pleat,Glasfloss Industries,10,18,1,MERV10,10,f,13,
Active,Inventory Part,ZLP10194SP,10 � x 19 x 4 Special MERV10 Standard Capacity Pleat,Glasfloss Industries,10,19,4,MERV10,10,f,13,
Active,Inventory Part,ZLP10201,10x20x1 MERV10 Standard Capacity Pleat,Glasfloss Industries,10,20,1,MERV10,10,f,13,
Active,Inventory Part,ZLP10202,10x20x2 MERV10 Standard Capacity Pleat,Glasfloss Industries,10,20,2,MERV10,10,f,13,
Active,Inventory Part,ZLP10204SP,10x20x4 SPECIAL MERV10 Standard Capacity Pleat,Glasfloss Industries,10,20,4,MERV10,10,f,13,
Active,Inventory Part,ZLP10241,10x24x1 MERV10 Standard Capacity Pleat,Glasfloss Industries,10,24,1,MERV10,10,f,13,
Active,Inventory Part,ZLP10251SP,10x25x1 SPECIAL MERV10 Standard Capacity Pleat,Glasfloss Industries,10,25,1,MERV10,10,f,13,
Active,Inventory Part,ZLP10252SP,10x25x2 MERV10 Special Standard Capacity Pleat,Glasfloss Industries,10,25,2,MERV10,10,f,13,
Active,Inventory Part,ZLP10262SP,10x26x2 Special  MERV10 Standard Capacity Pleat,Glasfloss Industries,10,26,2,MERV10,10,f,13,
Active,Inventory Part,ZLP10301,10x30x1 MERV10 Standard Capacity Pleat,Glasfloss Industries,10,30,1,MERV10,10,f,13,
Active,Inventory Part,ZLP10302SP,10x30x2 NOMINAL - Special MERV10 Standard Capacity Pleat,Glasfloss Industries,10,30,2,MERV10,10,f,13,
Active,Inventory Part,ZLP10401SP,10x40x1 Special Standard Capacity Pleat,Glasfloss Industries,10,40,1,,10,f,13,
Active,Inventory Part,ZLP10441SP,10x44x1 Special MERV10 Standard Capacity Pleat,Glasfloss Industries,10,44,1,MERV10,10,f,13,
Active,Inventory Part,ZLP10801SP,10x80x1 Special Standard Capacity Pleat,Glasfloss Industries,10,80,1,,10,f,13,
Active,Inventory Part,ZLP11141SP,11x14x1 Special MERV10 Standard Capacity Pleat,Glasfloss Industries,11,14,1,MERV10,10,f,13,
Active,Inventory Part,ZLP11194SP,11.375 x 19 x 4 Special MERV10 Standard Capacity Pleat,Glasfloss Industries,11.375,19,4,MERV10,10,f,13,
Active,Inventory Part,ZLP11261SP,11x26x1 Special  MERV10 Standard Capacity Pleat,Glasfloss Industries,11,26,1,MERV10,10,f,13,
Active,Inventory Part,ZLP11262SP,11x26x2 Special  MERV10 Standard Capacity Pleat,Glasfloss Industries,11,26,2,MERV10,10,f,13,
Active,Inventory Part,ZLP11264SP,11.375 x 26.875 x 4 Special MERV10 Standard Capacity Pleat,Glasfloss Industries,11.375,26.875,4,MERV10,10,f,13,
Active,Inventory Part,ZLP12121,12x12x1 MERV10 Standard Capacity Pleat,Glasfloss Industries,12,12,1,MERV10,10,f,13,
Active,Inventory Part,ZLP12122,12x12x2 MERV10 Standard Capacity Pleat,Glasfloss Industries,12,12,2,MERV10,10,f,13,
Active,Inventory Part,ZLP12124SP,12x12x4 MERV10 Special Standard Capacity Pleat,Glasfloss Industries,12,12,4,MERV10,10,f,13,
Active,Inventory Part,ZLP12161SP,12x16x1 MERV10 Special Standard Capacity Pleat,Glasfloss Industries,12,16,1,MERV10,10,f,13,
Active,Inventory Part,ZLP12162SP,12x16x2 MERV10 Special Standard Capacity Pleat,Glasfloss Industries,12,16,2,MERV10,10,f,13,
Active,Inventory Part,ZLP12201,12x20x1 MERV10 Standard Capacity Pleat,Glasfloss Industries,12,20,1,MERV10,10,f,13,
Active,Inventory Part,ZLP12202,12x20x2 MERV10 Standard Capacity Pleat,Glasfloss Industries,12,20,2,MERV10,10,f,13,
Active,Inventory Part,ZLP12241,12x24x1 MERV10 Standard Capacity Pleat,Glasfloss Industries,12,24,1,MERV10,10,f,13,
Active,Inventory Part,ZLP12242,12x24x2 MERV10 Standard Capacity Pleat,Glasfloss Industries,12,24,2,MERV10,10,f,13,
Active,Inventory Part,ZLP12244,12x24x4 MERV10 Standard Capacity Pleat,Glasfloss Industries,12,24,4,MERV10,10,f,13,
Active,Inventory Part,ZLP12251,12x25x1 MERV10 Standard Capacity Pleat,Glasfloss Industries,12,25,1,MERV10,10,f,13,
Active,Inventory Part,ZLP12252SP,12x25x2 MERV10 Special Standard Capacity Pleat,Glasfloss Industries,12,25,2,MERV10,10,f,13,
Active,Inventory Part,ZLP12301,12x30x1 MERV10 Standard Capacity Pleat,Glasfloss Industries,12,30,1,MERV10,10,f,13,
Active,Inventory Part,ZLP12302SP,12x30x2 Special  MERV10 Standard Capacity Pleat,Glasfloss Industries,12,30,2,MERV10,10,f,13,
Active,Inventory Part,ZLP12381SP,12x38x1 Special Standard Capacity Pleat,Glasfloss Industries,12,38,1,,10,f,13,
Active,Inventory Part,ZLP13174SP,13 �  x  17 7/8  x  4 Special MERV10 Standard Capacity Pleat,Glasfloss Industries,13,17,4,MERV10,10,f,13,
Active,Inventory Part,ZLP13221SP,13.5x22x1 MERV10 Special Standard Capacity Pleat,Glasfloss Industries,13.5,22,1,MERV10,10,f,13,
Active,Inventory Part,ZLP13302SP,13x30x2 Special MERV10 Standard Capacity Pleat,Glasfloss Industries,13,30,2,MERV10,10,f,13,
Active,Inventory Part,ZLP14141,14x14x1 MERV10 Standard Capacity Pleat,Glasfloss Industries,14,14,1,MERV10,10,f,13,
Active,Inventory Part,ZLP14161SP,14x16x1 Special MERV10 Standard Capacity Pleat,Glasfloss Industries,14,16,1,MERV10,10,f,13,
Active,Inventory Part,ZLP14162,14x16x2 Special MERV10 Standard Capacity Pleat,Glasfloss Industries,14,16,2,MERV10,10,f,13,
Active,Inventory Part,ZLP14201,14x20x1 Special Standard Capacity Pleat,Glasfloss Industries,14,20,1,,10,f,13,
Active,Inventory Part,ZLP14202,14x20x2 MERV10 Standard Capacity Pleat,Glasfloss Industries,14,20,2,MERV10,10,f,13,
Active,Inventory Part,ZLP14211SP,14x21x1 MERV10 Special Standard Capacity Pleat,Glasfloss Industries,14,21,1,MERV10,10,f,13,
Active,Inventory Part,ZLP14221SP,14x22x1 SPECIAL MERV10 Standard Capacity Pleat,Glasfloss Industries,14,22,1,MERV10,10,f,13,
Active,Inventory Part,ZLP14231SP,14x23x1 SPECIAL MERV10 Standard Capacity Pleat,Glasfloss Industries,14,23,1,MERV10,10,f,13,
Active,Inventory Part,ZLP14241,14x24x1 MERV10 Standard Capacity Pleat,Glasfloss Industries,14,24,1,MERV10,10,f,13,
Active,Inventory Part,ZLP14244SP,14x24x4 MERV10 Special Standard Capacity Pleat,Glasfloss Industries,14,24,4,MERV10,10,f,13,
Active,Inventory Part,ZLP14251,14x25x1 MERV10 Standard Capacity Pleat,Glasfloss Industries,14,25,1,MERV10,10,f,13,
Active,Inventory Part,ZLP14252,14x25x2 MERV10 Standard Capacity Pleat,Glasfloss Industries,14,25,2,MERV10,10,f,13,
Not-active,Inventory Part,ZLP14252SP,14x25x2 SPECIAL MERV10 Standard Capacity Pleat,Glasfloss Industries,14,25,2,MERV10,10,f,13,
Active,Inventory Part,ZLP14261SP,14x26x1 MERV10 Special Standard Capacity Pleat,Glasfloss Industries,14,26,1,MERV10,10,f,13,
Active,Inventory Part,ZLP14271,14x27x1 Special MERV10 Standard Capacity Pleat,Glasfloss Industries,14,27,1,MERV10,10,f,13,
Active,Inventory Part,ZLP14301,14x30x1 MERV10 Standard Capacity Pleat,Glasfloss Industries,14,30,1,MERV10,10,f,13,
Active,Inventory Part,ZLP14302SP,14x30x2 Special MERV10 Standard Capacity Pleat,Glasfloss Industries,14,30,2,MERV10,10,f,13,
Active,Inventory Part,ZLP14461,14x46x1 Special MERV10 Standard Capacity Pleat,Glasfloss Industries,14,46,1,MERV10,10,f,13,
Active,Inventory Part,ZLP15.515.52SP,15 1/2 x 15 1/2 x 2 Special MERV10 Standard Capacity Pleat,Glasfloss Industries,15.5,15.5,2,MERV10,10,f,13,
Active,Inventory Part,ZLP15.7535.752SP,15 3/4x 35 3/4x 2 SPECIAL MERV10 Standard Capacity Pleat,Glasfloss Industries,15.75,35.75,2,MERV10,10,f,13,
Active,Inventory Part,ZLP15152SP,15  x 15 x 2 Special MERV10 Standard Capacity Pleat,Glasfloss Industries,15,15,2,MERV10,10,f,13,
Active,Inventory Part,ZLP15154SP,15 x 15 x 4 Special MERV10 Standard Capacity Pleat,Glasfloss Industries,15,15,4,MERV10,10,f,13,
Active,Inventory Part,ZLP15201,15x20x1 MERV10 Standard Capacity Pleat,Glasfloss Industries,15,20,1,MERV10,10,f,13,
Active,Inventory Part,ZLP15202,15x20x2 MERV10 Standard Capacity Pleat,Glasfloss Industries,15,20,2,MERV10,10,f,13,
Active,Inventory Part,ZLP15232SP,15x23x2 Special  MERV10 Standard Capacity Pleat,Glasfloss Industries,15,23,2,MERV10,10,f,13,
Active,Inventory Part,ZLP15251SP,15x25x1 Special MERV10 Standard Capacity Pleat,Glasfloss Industries,15,25,1,MERV10,10,f,13,
Active,Inventory Part,ZLP15252,15x25x2 MERV10 Standard Capacity Pleat,Glasfloss Industries,15,25,2,MERV10,10,f,13,
Active,Inventory Part,ZLP15301,15x30x1 Special MERV10 Standard Capacity Pleat,Glasfloss Industries,15,30,1,MERV10,10,f,13,
Active,Inventory Part,ZLP15302,15x30x2 MERV10 Standard Capacity Pleat,Glasfloss Industries,15,30,2,MERV10,10,f,13,
Active,Inventory Part,ZLP15305/81SP,15x30 5/8x1 MERV10 Standard Capacity Pleat,Glasfloss Industries,15,30.625,1,MERV10,10,f,13,
Active,Inventory Part,ZLP161/4172SP,16 1/4x17 3/4x2 MERV10 Special Standard Capacity Pleat,Glasfloss Industries,16.25,17.75,2,MERV10,10,f,13,
Active,Inventory Part,ZLP161/4241SP,16 1/4x24x1 MERV10 Special Standard Capacity Pleat,Glasfloss Industries,16.25,24,1,MERV10,10,f,13,
Active,Inventory Part,ZLP161/4242SP,16 1/4x24x2 MERV10 Special Standard Capacity Pleat,Glasfloss Industries,16.25,24,2,MERV10,10,f,13,
Active,Inventory Part,ZLP16161,16x16x1 MERV10 Standard Capacity Pleat,Glasfloss Industries,16,16,1,MERV10,10,f,13,
Active,Inventory Part,ZLP16162,16x16x2 MERV10 Standard Capacity Pleat,Glasfloss Industries,16,16,2,MERV10,10,f,13,
Active,Inventory Part,ZLP16182SP,16x18x2 SPECIAL MERV10 Standard Capacity Pleat,Glasfloss Industries,16,18,2,MERV10,10,f,13,
Active,Inventory Part,ZLP16201,16x20x1 MERV10 Standard Capacity Pleat,Glasfloss Industries,16,20,1,MERV10,10,f,13,
Active,Inventory Part,ZLP16202,16x20x2 MERV10 Standard Capacity Pleat,Glasfloss Industries,16,20,2,MERV10,10,f,13,
Active,Inventory Part,ZLP16204,16x20x4 MERV10 Standard Capacity Pleat,Glasfloss Industries,16,20,4,MERV10,10,f,13,
Active,Inventory Part,ZLP16221,16x22x1 Special MERV10 Standard Capacity Pleat,Glasfloss Industries,16,22,1,MERV10,10,f,13,
Active,Inventory Part,ZLP16241,16x24x1 MERV10 Standard Capacity Pleat,Glasfloss Industries,16,24,1,MERV10,10,f,13,
Active,Inventory Part,ZLP16242,16x24x2 MERV10 Standard Capacity Pleat,Glasfloss Industries,16,24,2,MERV10,10,f,13,
Active,Inventory Part,ZLP16242SP,16 1/4x24x2  MERV10 Special Standard Capacity Pleat,Glasfloss Industries,16.25,24,2,MERV10,10,f,13,
Active,Inventory Part,ZLP16244,16x24x4 MERV10 Standard Capacity Pleat,Glasfloss Industries,16,24,4,MERV10,10,f,13,
Active,Inventory Part,ZLP16251,16x25x1 MERV10 Standard Capacity Pleat,Glasfloss Industries,16,25,1,MERV10,10,f,13,
Active,Inventory Part,ZLP16252,16x25x2 MERV10 Standard Capacity Pleat,Glasfloss Industries,16,25,2,MERV10,10,f,13,
Active,Inventory Part,ZLP16254,16x25x4 MERV10 Standard Capacity Pleat,Glasfloss Industries,16,25,4,MERV10,10,f,13,
Active,Inventory Part,ZLP163/4241SP,16 3/4x24x1 MERV10 Special Standard Capacity Pleat,Glasfloss Industries,16.75,24,1,MERV10,10,f,13,
Active,Inventory Part,ZLP163/4242SP,16 3/4x24x2 MERV10 Special Standard Capacity Pleat,Glasfloss Industries,16.75,24,2,MERV10,10,f,13,
Active,Inventory Part,ZLP16301,16x30x1 MERV10 Standard Capacity Pleat,Glasfloss Industries,16,30,1,MERV10,10,f,13,
Active,Inventory Part,ZLP16302,16x30x2 MERV10 Standard Capacity Pleat,Glasfloss Industries,16,30,2,MERV10,10,f,13,
Active,Inventory Part,ZLP16321SP,16x32x1 SPECIAL MERV10 Standard Capacity Pleat,Glasfloss Industries,16,32,1,MERV10,10,f,13,
Active,Inventory Part,ZLP16322SP,16x32x2 SPECIAL MERV10 Standard Capacity Pleat,Glasfloss Industries,16,32,2,MERV10,10,f,13,
Active,Inventory Part,ZLP171/4282SP,17 1/4 x 28x2 Special  MERV10 Standard Capacity Pleat,Glasfloss Industries,17.25,28,2,MERV10,10,f,13,
Active,Inventory Part,ZLP17221SP,17x22x1 MERV10 Special Standard Capacity Pleat,Glasfloss Industries,17,22,1,MERV10,10,f,13,
Active,Inventory Part,ZLP17232SP,17x23x2 Special  MERV10 Standard Capacity Pleat,Glasfloss Industries,17,23,2,MERV10,10,f,13,
Active,Inventory Part,ZLP17331SP,17 3/4x33x1  MERV10 Special Standard Capacity Pleat,Glasfloss Industries,17.75,33,1,MERV10,10,f,13,
Active,Inventory Part,ZLP17332SP,17 3/4x33x2  MERV10 Special Standard Capacity Pleat,Glasfloss Industries,17.75,33,2,MERV10,10,f,13,
Active,Inventory Part,ZLP17352SP,17x35x2 Special  MERV10 Standard Capacity Pleat,Glasfloss Industries,17,35,2,MERV10,10,f,13,
Active,Inventory Part,ZLP181/292SP,18 1/2 x 9 1/2 x 2 Special MERV10 Standard Capacity Pleat,Glasfloss Industries,18.5,9.5,2,MERV10,10,f,13,
Active,Inventory Part,ZLP18164SP,18x16x4 SPECIAL MERV10 Standard Capacity Pleat,Glasfloss Industries,18,16,4,MERV10,10,f,13,
Active,Inventory Part,ZLP18181,18x18x1 MERV10 Standard Capacity Pleat,Glasfloss Industries,18,18,1,MERV10,10,f,13,
Active,Inventory Part,ZLP18182,18x18x2 MERV10 Standard Capacity Pleat,Glasfloss Industries,18,18,2,MERV10,10,f,13,
Active,Inventory Part,ZLP18184SP,18x18x4 SPECIAL MERV10 Standard Capacity Pleat,Glasfloss Industries,18,18,4,MERV10,10,f,13,
Active,Inventory Part,ZLP18201,18x20x1 MERV10 Standard Capacity Pleat,Glasfloss Industries,18,20,1,MERV10,10,f,13,
Active,Inventory Part,ZLP18202,18x20x2 MERV10 Standard Capacity Pleat,Glasfloss Industries,18,20,2,MERV10,10,f,13,
Active,Inventory Part,ZLP18204,18x20x4 MERV10 Standard Capacity Pleat,Glasfloss Industries,18,20,4,MERV10,10,f,13,
Active,Inventory Part,ZLP18221SP,18x22x1 Special MERV10 Standard Capacity Plea,Glasfloss Industries,18,22,1,MERV10,10,f,16,
Active,Inventory Part,ZLP18222,18x22x2 MERV10 Standard Capacity Plea,Glasfloss Industries,18,22,2,MERV10,10,f,16,
Active,Inventory Part,ZLP18241,18x24x1 MERV10 Standard Capacity Pleat,Glasfloss Industries,18,24,1,MERV10,10,f,13,
Active,Inventory Part,ZLP18242,18x24x2 MERV10 Standard Capacity Pleat,Glasfloss Industries,18,24,2,MERV10,10,f,13,
Active,Inventory Part,ZLP18244,18x24x4 MERV10 Standard Capacity Pleat,Glasfloss Industries,18,24,4,MERV10,10,f,13,
Active,Inventory Part,ZLP18251,18x25x1 MERV10 Standard Capacity Pleat,Glasfloss Industries,18,25,1,MERV10,10,f,13,
Active,Inventory Part,ZLP18252,18x25x2 MERV10 Standard Capacity Pleat,Glasfloss Industries,18,25,2,MERV10,10,f,13,
Active,Inventory Part,ZLP18301,18x30x1 MERV10 Standard Capacity Pleat,Glasfloss Industries,18,30,1,MERV10,10,f,13,
Active,Inventory Part,ZLP18302SP,18x30x2 Special MERV10 Standard Capacity Pleat,Glasfloss Industries,18,30,2,MERV10,10,f,13,
Active,Inventory Part,ZLP18312SP,18 x 31.5 x 2 Special MERV10 Standard Capacity Pleat,Glasfloss Industries,18,31.5,2,MERV10,10,f,13,
Active,Inventory Part,ZLP18371SP,18x37x1 Special  MERV10 Standard Capacity Pleat,Glasfloss Industries,18,37,1,MERV10,10,f,13,
Active,Inventory Part,ZLP191/2312SP,19 1/2 x 31 x 2 Special  MERV10 Standard Capacity Pleat,Glasfloss Industries,19.5,31,2,MERV10,10,f,13,
Active,Inventory Part,ZLP19242SP,19x24x2 Special  MERV10 Standard Capacity Pleat; EXACT,Glasfloss Industries,19,24,2,MERV10,10,f,13,
Active,Inventory Part,ZLP19271,19x27x1 Special MERV10 Standard Capacity Pleat,Glasfloss Industries,19,27,1,MERV10,10,f,13,
Active,Inventory Part,ZLP201/4192SP,20 1/4 x 19 1/2 x 2 Special  MERV10 Standard Capacity Pleat,Glasfloss Industries,20.25,19.5,2,MERV10,10,f,13,
Active,Inventory Part,ZLP20201,20x20x1 MERV10 Standard Capacity Pleat,Glasfloss Industries,20,20,1,MERV10,10,f,13,
Active,Inventory Part,ZLP20202,20x20x2 MERV10 Standard Capacity Pleat,Glasfloss Industries,20,20,2,MERV10,10,f,13,
Active,Inventory Part,ZLP20204,20x20x4 MERV10 Standard Capacity Pleat,Glasfloss Industries,20,20,4,MERV10,10,f,13,
Active,Inventory Part,ZLP20221,20x22x1 MERV10 Standard Capacity Pleat,Glasfloss Industries,20,22,1,MERV10,10,f,13,
Active,Inventory Part,ZLP20222SP,20x22x2 Special MERV10 Standard Capacity Pleat,Glasfloss Industries,20,22,2,MERV10,10,f,13,
Active,Inventory Part,ZLP20241,20x24x1 MERV10 Standard Capacity Pleat,Glasfloss Industries,20,24,1,MERV10,10,f,13,
Active,Inventory Part,ZLP20242,20x24x2 MERV10 Standard Capacity Pleat,Glasfloss Industries,20,24,2,MERV10,10,f,13,
Active,Inventory Part,ZLP20244,20x24x4 MERV10 Standard Capacity Pleat,Glasfloss Industries,20,24,4,MERV10,10,f,13,
Active,Inventory Part,ZLP20251,20x25x1 MERV10 Standard Capacity Pleat,Glasfloss Industries,20,25,1,MERV10,10,f,13,
Active,Inventory Part,ZLP20252,20x25x2 MERV10 Standard Capacity Pleat,Glasfloss Industries,20,25,2,MERV10,10,f,13,
Active,Inventory Part,ZLP20254,20x25x4 MERV10 Standard Capacity Pleat,Glasfloss Industries,20,25,4,MERV10,10,f,13,
Active,Inventory Part,ZLP20301,20x30x1 MERV10 Standard Capacity Pleat,Glasfloss Industries,20,30,1,MERV10,10,f,13,
Active,Inventory Part,ZLP20302,20x30x2 MERV10 Standard Capacity Pleat,Glasfloss Industries,20,30,2,MERV10,10,f,13,
Active,Inventory Part,ZLP20352,20x35x2MERV10 Standard Capacity Pleat,Glasfloss Industries,20,35,2,MERV10,10,f,13,
Active,Inventory Part,ZLP211/2202SP,21-1/2x20-1/2 x2  SPECIAL MERV10 Standard Capacity Pleat,Glasfloss Industries,21.5,20.5,2,MERV10,10,f,13,
Active,Inventory Part,ZLP21172SP,21 1/2x17 3/4x2 MERV10 Special Standard Capacity Pleat,Glasfloss Industries,21.5,17.75,2,MERV10,10,f,13,
Active,Inventory Part,ZLP21211,21x21x1 MERV10 Standard Capacity Pleat,Glasfloss Industries,21,21,1,MERV10,10,f,13,
Active,Inventory Part,ZLP21231SP,21x23x1 SPECIAL MERV10 Standard Capacity Pleat,Glasfloss Industries,21,23,1,MERV10,10,f,13,
Active,Inventory Part,ZLP21282,21x28x2 MERV10 Standard Capacity Pleat,Glasfloss Industries,21,28,2,MERV10,10,f,13,
Active,Inventory Part,ZLP22221,22x22x1 MERV10 Standard Capacity Pleat,Glasfloss Industries,22,22,1,MERV10,10,f,13,
Active,Inventory Part,ZLP22222SP,22x22x2 MERV10 Standard Capacity Pleat,Glasfloss Industries,22,22,2,MERV10,10,f,13,
Active,Inventory Part,ZLP22241SP,22x24x1 MERV10 Special Standard Capacity Pleat,Glasfloss Industries,22,24,1,MERV10,10,f,13,
Active,Inventory Part,ZLP22262SP,22x26x2 Special  MERV10 Standard Capacity Pleat,Glasfloss Industries,22,26,2,MERV10,10,f,13,
Active,Inventory Part,ZLP24241,24x24x1 MERV10 Standard Capacity Pleat,Glasfloss Industries,24,24,1,MERV10,10,f,13,
Active,Inventory Part,ZLP24242,24x24x2 MERV10 Standard Capacity Pleat,Glasfloss Industries,24,24,2,MERV10,10,f,13,
Active,Inventory Part,ZLP24244,24x24x4 MERV10 Standard Capacity Pleat,Glasfloss Industries,24,24,4,MERV10,10,f,13,
Active,Inventory Part,ZLP24252SP,24x25x2 MERV10 Special High Capacity Pleat,Glasfloss Industries,24,25,2,MERV10,10,f,13,
Active,Inventory Part,ZLP24282SP,24x28x2 Special MERV10 Standard Capacity Pleat,Glasfloss Industries,24,28,2,MERV10,10,f,13,
Active,Inventory Part,ZLP24301,24x30x1 MERV10 Standard Capacity Pleat,Glasfloss Industries,24,30,1,MERV10,10,f,13,
Active,Inventory Part,ZLP25251,25x25x1 MERV10 Standard Capacity Pleat,Glasfloss Industries,25,25,1,MERV10,10,f,13,
Active,Inventory Part,ZLP25252,25x25x2 MERV10 Standard Capacity Pleat,Glasfloss Industries,25,25,2,MERV10,10,f,13,
Active,Inventory Part,ZLP25301SP,"25x30x1 (MERV 10) SC Pleated Filter, SPCL",Glasfloss Industries,25,30,1,MERV 10,10,f,13,
Active,Inventory Part,ZLP28.529.54SP,28.5x29.5x4 Special  MERV10 Standard Capacity Pleat,Glasfloss Industries,28.5,29.5,4,MERV10,10,f,13,
Active,Inventory Part,ZLP29171/22SP,29x17 1/2 x 2 Special  MERV10 Standard Capacity Pleat,Glasfloss Industries,29,17.5,2,MERV10,10,f,13,
Active,Inventory Part,ZLP29291SP,29 1/2 x 29 1/2 x 1 SPECIAL MERV10 Standard Capacity Pleat,Glasfloss Industries,29.5,29.5,1,MERV10,10,f,13,
Active,Inventory Part,ZLP29294-SP,29 1/2 x 29 12 x 4 Special  MERV10 Standard Capacity Pleat,Glasfloss Industries,29.5,29,,MERV10,10,f,13,
Active,Inventory Part,ZLP301/2172SP,30 1/2 x 17 1/4 x 2 Special  MERV10 Standard Capacity Pleat,Glasfloss Industries,30.5,17.25,2,MERV10,10,f,13,
Active,Inventory Part,ZLP30442SP,"30x44x2 (MERV 10) SC Pleated Filter, SPCL",Glasfloss Industries,30,44,2,MERV 10,10,f,13,
Active,Inventory Part,ZLP6341SP,6 1/4 x 34 x 1 Special Standard Capacity Pleat,Glasfloss Industries,6.25,34,1,,10,f,13,
Active,Inventory Part,ZLP7301SP,7x30x1 MERV10 Special Standard Capacity Pleat,Glasfloss Industries,7,30,1,MERV10,10,f,13,
Active,Inventory Part,ZLP7381SP,7x38x1 MERV10 Special Standard Capacity Pleat,Glasfloss Industries,7,38,1,MERV10,10,f,13,
Active,Inventory Part,ZLP8161,8x16x1 Special MERV10 Standard Capacity Pleat,Glasfloss Industries,8,16,1,MERV10,10,f,13,
Active,Inventory Part,ZLP8241,8x24x1 Special MERV10 Standard Capacity Pleat,Glasfloss Industries,8,24,1,MERV10,10,f,13,
Active,Inventory Part,ZLP8241SP,"8x24x1 (MERV 10) SC Pleated Filter, SPCL",Glasfloss Industries,8,24,1,MERV 10,10,f,13,
Active,Inventory Part,ZLP8341,8x34x1 Special MERV10 Standard Capacity Pleat,Glasfloss Industries,8,34,1,MERV10,10,f,13,
Active,Inventory Part,ZLP8341SP,"8x34x1 (MERV 10) SC Pleated Filter, SPCL",Glasfloss Industries,8,34,1,MERV 10,10,f,13,
Active,Inventory Part,ZLP91/2172SP,9 1/2 x17 1/2 x 2  Special  MERV10 Standard Capacity Pleat,Glasfloss Industries,9.5,17.5,2,MERV10,10,f,13,
Active,Inventory Part,ZLP9242SP,19x24x2 Special  MERV10 Standard Capacity Pleat; EXACT,Glasfloss Industries,19,24,2,MERV10,10,f,13,
Active,Inventory Part,ZLP9292SP,9 1/2 x 29 1/2 x 2  Special  MERV10 Standard Capacity Pleat; EXACT,Glasfloss Industries,9.5,29.5,2,MERV10,10,f,13,
Active,Inventory Part,ZLPSP13H27F1E,13.5 x 27.375 x 1 MERV 10 Special ZLP Pleat Exact,Glasfloss Industries,13.5,27.375,1,MERV 10,10,f,13,
Active,Inventory Part,ZLPSP15301SP, 15x30x1 Merv 10 Special Pleat,Glasfloss Industries,15,30,1,Merv 10,10,f,13,
Active,Inventory Part,ZPK122412,12x24x12 Rigid Box Filter 95% Fiberglass,Glasfloss Industries,12,24,12,95%,16,f,3,
Active,Inventory Part,ZPK24241285,24.0 X 24.0 X 12 in Glass Z-PAK MERV 13 (85%) Box  Nominal,Glasfloss Industries,24,24,12,MERV 13,13,f,3,
Active,Inventory Part,ZPK24241295,24x24x12 Rigid Box Filter 95% Fiberglass,Glasfloss Industries,24,24,12,95%,16,f,3,
Active,Inventory Part,ZPS122012-95H,12x20x12 Sythetic Z-Pack 95% Header,Glasfloss Industries,12,20,12,95%,16,f,16,
Active,Inventory Part,ZPS122012-95NH,12x20x12 Sythetic Z-Pack 95% No Header,Glasfloss Industries,12,20,12,95%,16,f,16,
Active,Inventory Part,ZPS12206-95H,12x20x6 Sythetic Z-Pack 95% Header,Glasfloss Industries,12,20,6,95%,16,f,16,
Active,Inventory Part,ZPS122412-65NH,12x24x12 Synthetic Media 65% Rigid Box Filter Non-Headered,Glasfloss Industries,12,24,12,65%,11,f,3,
Active,Inventory Part,ZPS122412-85NH,12x24x12 Synthetic Media 85% Rigid Box Filter Non-Headered,Glasfloss Industries,12,24,12,85%,13,f,3,
Active,Inventory Part,ZPS122412-95NH,12x24x12 Synthetic Media 95% Rigid Box Filter Non-Headered,Glasfloss Industries,12,24,12,95%,16,f,3,
Active,Inventory Part,ZPS12241285BO,"12.0 X 24.0 X 12 in Synthetic Z-PAK MERV 13 (85%) Box Frame Nominal, Non-Headered",Glasfloss Industries,12,24,12,MERV 13,13,f,3,
Active,Inventory Part,ZPS122412F-95NH,12x24x12 Fiberglass Media (MERV 15) 95% Rigid Box Filter Non-Headered,Glasfloss Industries,12,24,12,MERV 15,15,f,3,
Active,Inventory Part,ZPS12246-Merv14,12x24x6 Synthetic Merv 14 Rigid Box Filter,Glasfloss Industries,12,24,6,Merv 14,14,f,3,
Active,Inventory Part,ZPS1224665-NH,12x24x6 Synthetic 65% Rigid Box Non-Header,Glasfloss Industries,12,24,6,65%,11,f,3,
Active,Inventory Part,ZPS1224665HO,12x24x6 (MERV 14) Synthetic 65% Rigid Box HEADERED,Glasfloss Industries,12,24,6,MERV 14,14,f,3,
Active,Inventory Part,ZPS1224695-HO,12 X 24 X 6 in Synthetic Z-PAK MERV 14 (95%) Box Nominal HEADERED,Glasfloss Industries,12,24,6,MERV 14,14,f,3,
Active,Inventory Part,ZPS1224695-NH,12 X 24 X 6 in Synthetic Z-PAK MERV 14 (95%) Box Nominal,Glasfloss Industries,12,24,6,MERV 14,14,f,3,
