Item,Description,Preferred Vendor,Size_Matched_Text,Height,Width,Depth,MERV,MERV Value,Classification
2596W-2PLY-4L,25x96 2 Ply Poly Panel,M.L. Filters,25x96,25.0,96.0,,,,air_filter
2596W-3PLY-4L,25x96 3 Ply Poly Panel,M.L. Filters,25x96,25.0,96.0,,,,air_filter
2597-2Ply,"25x97 MERV 9, 2-Ply Poly Link w/Antimicrobial",M.L. Filters,25x97,25.0,97.0,,MERV 9,9.0,air_filter
2634-2Ply,26x34 2-Ply Poly Panel,M.L. Filters,26x34,26.0,34.0,,,,air_filter
280001224,12x24 2-Ply FB Gold Panel,Fiber Bond Corporation,12x24,12.0,24.0,,,,air_filter
280001625,16x25 2-Ply Gold Panel,Fiber Bond Corporation,16x25,16.0,25.0,,,,air_filter
280002020,20x20 2-Ply Gold Panel,Fiber Bond Corporation,20x20,20.0,20.0,,,,air_filter
280002024,20x24 2-Ply Gold Panel,Fiber Bond Corporation,20x24,20.0,24.0,,,,air_filter
280002025,20x25 2-Ply Gold Panel,Fiber Bond Corporation,20x25,20.0,25.0,,,,air_filter
280002424,24x24 2-Ply Gold Panel,Fiber Bond Corporation,24x24,24.0,24.0,,,,air_filter
2829-3ply,28.5x29.5 3-Ply Poly Panel,M.L. Filters,28.5x29.5,28.5,29.5,,,,air_filter
3045-3ply,30x45 3-Ply Poly Panel,M.L. Filters,30x45,30.0,45.0,,,,air_filter
331-946-148,24x24x12 VARICEL SH MERV 14,AAF/Flanders Corporation,24x24x12,24.0,24.0,12.0,MERV 14,14.0,air_filter
331-946-150,12x24x12 VARICEL SH MERV 14,AAF/Flanders Corporation,12x24x12,12.0,24.0,12.0,MERV 14,14.0,air_filter
40-2160,"102"" Galv. Strut","UVDI UltraViolet Devices, Inc.",,,,,,,stock_item
40-2170,"53"" Galv. Strut","UVDI UltraViolet Devices, Inc.",,,,,,,stock_item
40-6212-20,"40-6212-20  Single 21"" Encapsulated..V MAX SST. 21"" w/ 10' lead","UVDI UltraViolet Devices, Inc.",,,,,,,stock_item
40-6214-05,"UV Bulb 21"" Standard Dual","UVDI UltraViolet Devices, Inc.",,,,,,,stock_item
40-6333-05,"UV Bulb 33"" Standard Single","UVDI UltraViolet Devices, Inc.",,,,,,,stock_item
40-6334-05,"UV Bulb 33"" Standard Dual","UVDI UltraViolet Devices, Inc.",,,,,,,stock_item
40-6611-20,"40-6611-20 Single 61"" Encapsulated..V MAX SST. 61"" w/ 10' lead","UVDI UltraViolet Devices, Inc.",,,,,,,stock_item
40-6612-05,"UV Bulb 61"" Standard Single","UVDI UltraViolet Devices, Inc.",,,,,,,stock_item
4040-2ply,40x40 2-Ply Poly Panel,M.L. Filters,40x40,40.0,40.0,,,,air_filter
42-1000-02,20 AMP Door Switch,"UVDI UltraViolet Devices, Inc.",,,,,,,stock_item
4250-2Ply,42x50 2-Ply Poly Panel,M.L. Filters,42x50,42.0,50.0,,,,air_filter
810-2ply,8x10 2-Ply Poly Panel,M.L. Filters,8x10,8.0,10.0,,,,air_filter
814-2ply,8x14 2-Ply Poly Panel,M.L. Filters,8x14,8.0,14.0,,,,air_filter
820-2ply,8x20 2-Ply Poly Panel,M.L. Filters,8x20,8.0,20.0,,,,air_filter
820-3ply,8x20 3-Ply Poly Panel,M.L. Filters,8x20,8.0,20.0,,,,air_filter
934-2ply,9x34 Special 2-Ply Poly Panel,M.L. Filters,9x34,9.0,34.0,,,,air_filter
961-3ply,9x61.25 3-Ply Poly Panel,M.L. Filters,9x61.25,9.0,61.25,,,,air_filter
962-2ply,9x62 MZP 2-Ply Poly Panel,M.L. Filters,9x62,9.0,62.0,,,,air_filter
963-2ply,9x63 2-Ply Poly Panel,M.L. Filters,9x63,9.0,63.0,,,,air_filter
99-2ply,9x9x1 2-Ply Poly Panel,M.L. Filters,9x9x1,9.0,9.0,1.0,,,air_filter
99-4-00-00-36,RSE15 Puracarb Equivalent,RSE Incorporated,,,,,,,stock_item
99-4-00-00-58,"PCBAM, Puracarb AM Media",RSE Incorporated,,,,,,,air_filter
A-5 Aluminum, Aluminum Metal Mesh Filter,"Aircon Filter Mfg. Co., Inc.",,,,,,,air_filter
A-5 Aluminum16251,16x25x1 Aluminum Mesh Filter,"Aircon Filter Mfg. Co., Inc.",16x25x1,16.0,25.0,1.0,,,air_filter
A-5 Aluminum20252,20x25x2 Aluminum Mesh Filter,"Aircon Filter Mfg. Co., Inc.",20x25x2,20.0,25.0,2.0,,,air_filter
A-5 Aluminum24244,24x24x4 Aluminum Mesh Filter,"Aircon Filter Mfg. Co., Inc.",24x24x4,24.0,24.0,4.0,,,air_filter
A-5 Aluminum30991,30 1/4 x 99 1/2 x  1 A-5 Aluminum,"Aircon Filter Mfg. Co., Inc.",30 1/4 x 99 1/2 x  1,30.25,99.5,1.0,,,stock_item
A-6 Galv,24x24x2 Galvanized Steel Filter,"Aircon Filter Mfg. Co., Inc.",24x24x2,24.0,24.0,2.0,,,air_filter
A3/300 S Roll,"A3/300S Bulk Roll  78.75"" x 65'6""","Freudenberg Filtration Technologies, L.P.","78.75"" x 65",78.75,65.0,,,,stock_item
AAF-Varicel,VariCel M-PAK SH STD,AAF/Flanders Corporation,,,,,,,air_filter
AAF-Varicel20246,MERV 14 20x24x6 VariCel M-PAK SH STD,AAF/Flanders Corporation,20x24x6,20.0,24.0,6.0,MERV 14,14.0,air_filter
AAF-Varicel242412,MERV 14 24x24x12 VariCel SH STD,AAF/Flanders Corporation,24x24x12,24.0,24.0,12.0,MERV 14,14.0,air_filter
AC50S-12246,"12x24x6, 50% Rigid Box synthetic filter NH",Parker-Hannifin Corporation,12x24x6,12.0,24.0,6.0,50%,7.0,air_filter
AC50S-24246,"24x24x6, 50% Rigid Box synthetic filter NH",Parker-Hannifin Corporation,24x24x6,24.0,24.0,6.0,50%,7.0,air_filter
AC95S-242412,"24x24x12 Aero-Cell S, 95% Rigid Box Synthetic Filter, no header",Parker-Hannifin Corporation,24x24x12,24.0,24.0,12.0,95%,16.0,air_filter
ACMHP-16256,16x26x6 Carbon MIni CP Filter,"Wetzel Technologies Co., Ltd",16x26x6,16.0,26.0,6.0,,,air_filter
ACMHP-20256,20x25x6 Carbon Mini CP Filter,"Wetzel Technologies Co., Ltd",20x25x6,20.0,25.0,6.0,,,air_filter
AFM-FF-44-12243,12x24x3 Stainless Steel Filter Frame,"Aircon Filter Mfg. Co., Inc.",12x24x3,12.0,24.0,3.0,,,air_filter
AFM-FF-44-24243,24x24x3 Stainless Steel Filter Frame,"Aircon Filter Mfg. Co., Inc.",24x24x3,24.0,24.0,3.0,,,air_filter
AMP-12242,12x24x2 Galvanized Metal,"Aircon Filter Mfg. Co., Inc.",12x24x2,12.0,24.0,2.0,,,stock_item
AMP-20203,"20x20x3, Galvanized Frame","Aircon Filter Mfg. Co., Inc.",20x20x3,20.0,20.0,3.0,,,stock_item
AMP-24242,"24x24x2, Galvanized Frame, Expanded Metal Mesh One Side. UL Class 1, No Gaskets","Aircon Filter Mfg. Co., Inc.",24x24x2,24.0,24.0,2.0,,,stock_item
AMPAF11-24242,24x24x2 Aluminum Frame MERV 11,"Aircon Filter Mfg. Co., Inc.",24x24x2,24.0,24.0,2.0,MERV 11,11.0,air_filter
AMPGP-10302,10x30x2 Class 1- Pleated Filter Galvanized Frame..W/Handles on MIDDLE  LONG SIDE ..Galvanized ..Metal Screen Both Sides..High Capacity,"Aircon Filter Mfg. Co., Inc.",10x30x2,10.0,30.0,2.0,,,air_filter
AMPGP-11.316x11.316x1-SS,"AMPGP Metal Filter; ..11-13/16"" x 11-13/16"" x 1""..w/Stainless Steel Frame","Aircon Filter Mfg. Co., Inc.","11-13/16"" x 11-13/16"" x 1""",11.8125,11.8125,1.0,,,air_filter
AMPGP-12121,12x12x1 Stainless Steel Frame,"Aircon Filter Mfg. Co., Inc.",12x12x1,12.0,12.0,1.0,,,stock_item
AMPGP-12242,12x24x2 AMPGP Metal Filter..No Straps..Galvanized ..Metal Screen Both Sides..High Capacity,"Aircon Filter Mfg. Co., Inc.",12x24x2,12.0,24.0,2.0,,,air_filter
AMPGP-24242,24x24x2 AMPGP Metal Filter..No Straps..Galvanized ..Metal Screen Both Sides..High Capacity,"Aircon Filter Mfg. Co., Inc.",24x24x2,24.0,24.0,2.0,,,air_filter
AMPGP-Alum,"11-13/16"" x 11-13/16"" x 7/8"" Aluminum Frame, No Gasket","Aircon Filter Mfg. Co., Inc.","11-13/16"" x 11-13/16"" x 7/8""",11.8125,11.8125,0.875,,,stock_item
AMPGP-Metal,AMPGP Metal Filter..Galvanized ..,"Aircon Filter Mfg. Co., Inc.",,,,,,,air_filter
AMPHC-24242,24x24x2 Class 1 - High Temp Galv. Steel Filter..,"Aircon Filter Mfg. Co., Inc.",24x24x2,24.0,24.0,2.0,,,air_filter
AWCT40268,XF80MAX-13-5.25X24.375X60-FPVC-DG,,5.25X24.375X60,5.25,24.375,60.0,,,stock_item
AWCT40537,XF80MAX-13-5.25X24.375X48-FPVC-DG,,5.25X24.375X48,5.25,24.375,48.0,,,stock_item
BF1824-A,BF 1824-A..Equivalent 16B23 Kaydon,Fluitek Corporation. (PAID BY CC),,,,,,,stock_item
BT8874-MPG,4-23/32OD 11-17/32L 10u Sp/On Max Perf Glass Hyd,Total Filtration Services,,,,,,,stock_item
BU-0537000033,0537000033..Baffle Strainer 160/250-PREVIO..REF#130 237x310x20,SHW FILTER-Guangzhou Sun,237x310x20,237.0,310.0,20.0,,,stock_item
BU-0537000034,0537000034..Baffle Strainer 400/630-PREVIO..REF# 130 345x450x20,SHW FILTER-Guangzhou Sun,345x450x20,345.0,450.0,20.0,,,stock_item
CCM1205-108-CHM,PK12 Module w/CHM,"Freudenberg Filtration Technologies, L.P.",,,,,,,stock_item
CCM1205-310,PK12 Module w/PuraCarb media,"Freudenberg Filtration Technologies, L.P.",,,,,,,air_filter
CCM1805,PK18 Module,"Freudenberg Filtration Technologies, L.P.",,,,,,,stock_item
CCP-104-CHM.,Chemisorbant SP Media 50/Box,"Freudenberg Filtration Technologies, L.P.",,,,,,,air_filter
CCP-108-CHM-SP,Chemisorbant SP Media 50/Box,"Freudenberg Filtration Technologies, L.P.",,,,,,,air_filter
CCP-830-SP Blend,SP Blend Media 50/Box,"Freudenberg Filtration Technologies, L.P.",,,,,,,air_filter
CCS639-00-C,HILCO COALESCER STRAINER CARTRIDGE..(Included),Hilliard Corporation,,,,,,,air_filter
CEL1545121278M1RL,CELdek® Media 12D x 12W x 78H..Mi-T-edge,Munters,,,,,,,air_filter
CelDek,CelDek w/T Edge 42x12x12 w/ Black Edge,Portacool,42x12x12,42.0,12.0,12.0,,,air_filter
CelPad,CelDek w/T Edge BLACK EDGE,Portacool,,,,,,,air_filter
CelPad 29,CelDek w/T Edge 29x12x12,Portacool,29x12x12,29.0,12.0,12.0,,,air_filter
CelPad 60,CelDek w/T Edge 60x12x12,Portacool,60x12x12,60.0,12.0,12.0,,,air_filter
CelPad 72,CelDek w/T Edge 72x12x12,Portacool,72x12x12,72.0,12.0,12.0,,,air_filter
CelPad 72:CelPad 29,CelDek w/T Edge 29x12x12,HuTek (Asia) Company Ltd,29x12x12,29.0,12.0,12.0,,,air_filter
CelPad 72:CelPad 48,CelDek w/T Edge 48x12x12,HuTek (Asia) Company Ltd,48x12x12,48.0,12.0,12.0,,,air_filter
Celpad 78,78' HxWxD w/ black edge,HuTek (Asia) Company Ltd,,,,,,,stock_item
CelPad BL 60,Evap Media w / Black Edge 48x12x12,Portacool,48x12x12,48.0,12.0,12.0,,,air_filter
CGG/APX2,"DRUM DOOR GASKET CGG 316/APX-2   OVAL  14"" ID  X 18"" ID  X 1"" X 1/8",Advanced Sealing,"1"" X 1/8",1.0,0.125,,,,stock_item
CI-M145P-12204,12x20x4 MERV 15 Mini Pleat Plastic Frame,"Columbus Industries, Inc.",12x20x4,12.0,20.0,4.0,MERV 15,15.0,air_filter
CI-MP215-12242,12x24x2 MERV 15 Mini Pleat,"Columbus Industries, Inc.",12x24x2,12.0,24.0,2.0,MERV 15,15.0,air_filter
CI-MP215-16202,16x20x2 MERV 15 Mini Pleat,"Columbus Industries, Inc.",16x20x2,16.0,20.0,2.0,MERV 15,15.0,air_filter
CI-MP215-16252,16x25x2 MERV 15 Mini Pleat,"Columbus Industries, Inc.",16x25x2,16.0,25.0,2.0,MERV 15,15.0,air_filter
CI-MP215-20202,20x20x2 MERV 15 Mini Pleat,"Columbus Industries, Inc.",20x20x2,20.0,20.0,2.0,MERV 15,15.0,air_filter
CI-MP215-20202-ZB,20x20x2 MERV 15 Mini Pleat,"Columbus Industries, Inc.",20x20x2,20.0,20.0,2.0,MERV 15,15.0,air_filter
CI-MP215-20242,20x24x2 MERV 15 Mini Pleat,"Columbus Industries, Inc.",20x24x2,20.0,24.0,2.0,MERV 15,15.0,air_filter
CI-MP215-20242-ZB,20x24x2 MERV 15 Mini Pleat,"Columbus Industries, Inc.",20x24x2,20.0,24.0,2.0,MERV 15,15.0,air_filter
CI-MP215-20252,20x25x2 MERV 15 Mini Pleat,"Columbus Industries, Inc.",20x25x2,20.0,25.0,2.0,MERV 15,15.0,air_filter
CI-MP215-24242,24x24x2 MERV 15 Die Cut  Mini Pleat,"Columbus Industries, Inc.",24x24x2,24.0,24.0,2.0,MERV 15,15.0,air_filter
CI-MP411P-16204,16x20x4 MERV 11 Mini Pleat Plastic Frame,"Columbus Industries, Inc.",16x20x4,16.0,20.0,4.0,MERV 11,11.0,air_filter
CI-MP411P-16254,16x25x4 MERV 11 Mini Pleat Plastic Frame,"Columbus Industries, Inc.",16x25x4,16.0,25.0,4.0,MERV 11,11.0,air_filter
CI-MP411P-20244,20x24x4 MERV 11 Mini Pleat Plastic Frame,"Columbus Industries, Inc.",20x24x4,20.0,24.0,4.0,MERV 11,11.0,air_filter
CI-MP411P-24244,24x24x4 MERV 11 Mini Pleat Plastic Frame,"Columbus Industries, Inc.",24x24x4,24.0,24.0,4.0,MERV 11,11.0,air_filter
CI-MP413P-12244,12x24x4 MERV 13 Mini Pleat Plastic Frame,"Columbus Industries, Inc.",12x24x4,12.0,24.0,4.0,MERV 13,13.0,air_filter
CI-MP413P-20244,20x24x4 MERV 13 Mini Pleat Plastic Frame,"Columbus Industries, Inc.",20x24x4,20.0,24.0,4.0,MERV 13,13.0,air_filter
CI-MP413P-24244,24x24x4 MERV 13 Mini Pleat Plastic Frame,"Columbus Industries, Inc.",24x24x4,24.0,24.0,4.0,MERV 13,13.0,air_filter
CI-MP414P-12244,12x24x4 MERV 14 Mini Pleat Plastic Frame,"Columbus Industries, Inc.",12x24x4,12.0,24.0,4.0,MERV 14,14.0,air_filter
CI-MP414P-20204,20x20x4 MERV 14 Mini Pleat Plastic Frame,"Columbus Industries, Inc.",20x20x4,20.0,20.0,4.0,MERV 14,14.0,air_filter
CI-MP414P-20244,20x24x4 MERV 14 Mini Pleat Plastic Frame,"Columbus Industries, Inc.",20x24x4,20.0,24.0,4.0,MERV 14,14.0,air_filter
CI-MP414P-24244,24x24x4 MERV 14 Mini Pleat Plastic Frame,"Columbus Industries, Inc.",24x24x4,24.0,24.0,4.0,MERV 14,14.0,air_filter
CI-MP415-18244,18x24x4 MERV 15 Mini Pleat,"Columbus Industries, Inc.",18x24x4,18.0,24.0,4.0,MERV 15,15.0,air_filter
CI-MP415-20254,20x25x4 MERV 15 Mini Pleat,"Columbus Industries, Inc.",20x25x4,20.0,25.0,4.0,MERV 15,15.0,air_filter
CI-MP415-24244,24x24x4 MERV 15 Mini Pleat Die Cut Frame,"Columbus Industries, Inc.",24x24x4,24.0,24.0,4.0,MERV 15,15.0,air_filter
CI-MP415P-12204,12x20x4 MERV 15 Mini Pleat Plastic Frame,"Columbus Industries, Inc.",12x20x4,12.0,20.0,4.0,MERV 15,15.0,air_filter
CI-MP415P-12244,12x24x4 MERV 15 Mini Pleat Plastic Frame,"Columbus Industries, Inc.",12x24x4,12.0,24.0,4.0,MERV 15,15.0,air_filter
CI-MP415P-16204,16x20x4 MERV 15 Mini Pleat Plastic Frame,"Columbus Industries, Inc.",16x20x4,16.0,20.0,4.0,MERV 15,15.0,air_filter
CI-MP415P-16254,16x25x4 MERV 15 Mini Pleat Plastic Frame,"Columbus Industries, Inc.",16x25x4,16.0,25.0,4.0,MERV 15,15.0,air_filter
CI-MP415P-18244,18x24x4 MERV 15 Mini Pleat Plastic Frame,"Columbus Industries, Inc.",18x24x4,18.0,24.0,4.0,MERV 15,15.0,air_filter
CI-MP415P-20204,20x20x4 MERV 15 Mini Pleat Plastic Frame,"Columbus Industries, Inc.",20x20x4,20.0,20.0,4.0,MERV 15,15.0,air_filter
CI-MP415P-20244,20x24x4 MERV 15 Mini Pleat Plastic Frame,"Columbus Industries, Inc.",20x24x4,20.0,24.0,4.0,MERV 15,15.0,air_filter
CI-MP415P-20254,20x25x4 MERV 15 Mini Pleat Plastic Frame,"Columbus Industries, Inc.",20x25x4,20.0,25.0,4.0,MERV 15,15.0,air_filter
CI-MP415P-24244,24x24x4 MERV 15 Mini Pleat Plastic Frame,"Columbus Industries, Inc.",24x24x4,24.0,24.0,4.0,MERV 15,15.0,air_filter
CI-MP4H15P-1224,12x24x4 MERV 15 Mini Pleat Plastic Frame Headered,"Columbus Industries, Inc.",12x24x4,12.0,24.0,4.0,MERV 15,15.0,air_filter
CI-MP4H15P-16204,16x20x4 MERV15 Mini Pleat Plastic Frame w/Header,"Columbus Industries, Inc.",16x20x4,16.0,20.0,4.0,MERV15,15.0,air_filter
CI-MP4H15P-2020,20x20x4 MERV15 Mini Pleat Plastic Frame w/Header,"Columbus Industries, Inc.",20x20x4,20.0,20.0,4.0,MERV15,15.0,air_filter
CI-MP4H15P-2024,20x24x4 MERV 15 Mini Pleat Plastic Frame w/ Header,"Columbus Industries, Inc.",20x24x4,20.0,24.0,4.0,MERV 15,15.0,air_filter
CI-MP4H15P-2025,"20x25x4, MERV 15 Mini Pleat w/Header","Columbus Industries, Inc.",20x25x4,20.0,25.0,4.0,MERV 15,15.0,air_filter
CI-MP4H15P-2424,24x24x4 MERV 15 Mini Pleat Plastic Frame Headered,"Columbus Industries, Inc.",24x24x4,24.0,24.0,4.0,MERV 15,15.0,air_filter
CMS-CARB 1/1 G M13,"24x24x12, V-Bank Style Extended Surface Carbon (500g) Filter w/DSG",CMS Century Mechanical Systems,24x24x12,24.0,24.0,12.0,,,air_filter
CMS-CARB 1/1 G M14,"24x24x12, V-Bank Style Extended Surface Carbon (500g) Filter w/DSG","Excelair International, Inc.",24x24x12,24.0,24.0,12.0,,,air_filter
CP-M15-202015-08,"20x20x15 (90-95%) Synthetic Bag Filter, 8-Pocket",Parker-Hannifin Corporation,20x20x15 ,20.0,20.0,15.0,95%,16.0,air_filter
Dist Pad,Dist Pads 2x12x72,Portacool,2x12x72,2.0,12.0,72.0,,,stock_item
DUP MINIRF-2/60,16x20x2 Mini Roughing Filter,"Freudenberg Filtration Technologies, L.P.",16x20x2,16.0,20.0,2.0,,,air_filter
"F-12 A, 12"" Spring Clip","12"" Spring with Clip",EFC International,,,,,,,stock_item
F-38-16-RN- W,"3/8"" - 16 Retention Nut..Zinc Aluminum Alloy #3, Zinc Surface Coated","Wetzel Technologies Co., Ltd",,,,,,,stock_item
F-38-16-RN-W,"3/8"" - 16 Retention Nut..Zinc Aluminum Alloy #3, Zinc Surface Coated","Wetzel Technologies Co., Ltd",,,,,,,stock_item
F-716-20-RN-W,"7/16"" - 20 Retention Nut","Wetzel Technologies Co., Ltd",,,,,,,stock_item
F-F51224-CFC-W,EFS F5 MERV 8 CFC Coalescing Pocket Filter 12x24x12 6P,"Wetzel Technologies Co., Ltd",12x24x12,12.0,24.0,12.0,MERV 8,8.0,air_filter
F-F52424-CFC-W,EFS F5 MERV 8 CFC Coalescing Pocket Filter 24x24x12 6P,"Wetzel Technologies Co., Ltd",24x24x12,24.0,24.0,12.0,MERV 8,8.0,air_filter
F-F5SS1224-RP-W,"EFS F5 (MERV 8)  Reverse Pocket Filter (12x24x13), Synthetic Pocket Filter (3 pockets)","Wetzel Technologies Co., Ltd",12x24x13,12.0,24.0,13.0,MERV 8,8.0,air_filter
F-F5SS2424-RP-W,"EFS F5 (MERV 8)  Reverse Pocket Filter (24x24x13), Synthetic Pocket Filter (6 pockets)","Wetzel Technologies Co., Ltd",24x24x13,24.0,24.0,13.0,MERV 8,8.0,air_filter
F-G41224-CFC-W,EFS G4 CFC Coalescing Pocket Filter 12x24x15 Synthetic 3P,"Wetzel Technologies Co., Ltd",12x24x15,12.0,24.0,15.0,,,air_filter
F-G42424-CFC-W,EFS G4 CFC Coalescing Pocket Filter 24x24x15 Synthetic 6P,"Wetzel Technologies Co., Ltd",24x24x15,24.0,24.0,15.0,,,air_filter
F-G4SS1224-RP-W,EFS G4 Reverse 3-Pocket Filter 12x24x13 Synthetic,"Wetzel Technologies Co., Ltd",12x24x13,12.0,24.0,13.0,,,air_filter
F-G4SS2024-RP-W,EFS G4 Reverse 4-Pocket Filter 20x24x13 Synthetic,"Wetzel Technologies Co., Ltd",20x24x13,20.0,24.0,13.0,,,air_filter
F-G4SS2424-RP-W,EFS G4 Reverse 6-Pocket Filter 24x24x13 Synthetic,"Wetzel Technologies Co., Ltd",24x24x13,24.0,24.0,13.0,,,air_filter
F-SBP-MERV8-45122-,"METRO, Filter, Air, HVAC pleated..45-3/4"" x 12-1/4"" x 1-3/4""; MERV 8, Pleated Filter..METRO PN: 171358N",Glasfloss Industries,"45-3/4"" x 12-1/4"" x 1-3/4""",45.75,12.25,1.75,MERV 8,8.0,air_filter
F0619577,FPM-493-2448-RSR..22.312 x 46.312 x 4.000..Test Flow: 555 CFM..Resistance: 0.40,AAF/Flanders Corporation,22.312 x 46.312 x 4.000,22.312,46.312,4.0,,,stock_item
F0903992,E-007-3-19-06-SU-52-00-19J43J,AAF/Flanders Corporation,,,,,,,stock_item
F0903993,E-007-3-19-06-SU-52-00-19J43J,AAF/Flanders Corporation,,,,,,,stock_item
F45S 1/1,Viledon  24x24x13  45% Pocket,"Freudenberg Filtration Technologies, L.P.",24x24x13 ,24.0,24.0,13.0,45%,7.0,air_filter
F5-06-122422,"12x24x22, F5 (50%), 6 Pocket, Synthetic Bag Filter with Extruded Aluminum Frame","Wetzel Technologies Co., Ltd",12x24x22,12.0,24.0,22.0,50%,7.0,air_filter
F5-06-242422,"24x24x22, F5 (50%), 6 Pocket, Synthetic Bag Filter with Extruded Aluminum Frame","Wetzel Technologies Co., Ltd",24x24x22,24.0,24.0,22.0,50%,7.0,air_filter
F5-242424-6W,"EFS 24x24x24, 50% Depth Loading Synthetic Pocket Filter (6 pockets)","Wetzel Technologies Co., Ltd",24x24x24,24.0,24.0,24.0,50%,7.0,air_filter
F5-242426-6W,"EFS 24x24x26, 50% Depth Loading Synthetic Pocket Filter (6 pockets)","Wetzel Technologies Co., Ltd",24x24x26,24.0,24.0,26.0,50%,7.0,air_filter
F50 1/1,Viledon  24x24x26  50% Pocket,"Freudenberg Filtration Technologies, L.P.",24x24x26 ,24.0,24.0,26.0,50%,7.0,air_filter
F50 1/2,Viledon  12x24x26  50% Pocket,"Freudenberg Filtration Technologies, L.P.",12x24x26 ,12.0,24.0,26.0,50%,7.0,air_filter
F5S-122418-3W,"EFS 12x24x18, 50% Depth Loading Synthetic Pocket Filter (3 pockets)","Wetzel Technologies Co., Ltd",12x24x18,12.0,24.0,18.0,50%,7.0,air_filter
F5S-242418-6W,"EFS 24x24x18, 50% Depth Loading Synthetic Pocket Filter (6 pockets)","Wetzel Technologies Co., Ltd",24x24x18,24.0,24.0,18.0,50%,7.0,air_filter
F5S-242420-6W,"EFS F5 Pocket Filter (24x24x20), Synthetic Pocket Filter (6 pockets)","Wetzel Technologies Co., Ltd",24x24x20,24.0,24.0,20.0,,,air_filter
F5SS-122412-3W,"EFS 12x24x12, 50% Depth Loading Synthetic Pocket Filter (3 pockets)","Wetzel Technologies Co., Ltd",12x24x12,12.0,24.0,12.0,50%,7.0,air_filter
F5SS-202412-6W,EFS 20x24x12 MERV 8 Depth Loading Synthetic Pocket Filter (6 pockets),"Wetzel Technologies Co., Ltd",20x24x12,20.0,24.0,12.0,MERV 8,8.0,air_filter
F5SS-242412-6W,"EFS 24x24x12, 50% Depth Loading Synthetic Pocket Filter (6 pockets)","Wetzel Technologies Co., Ltd",24x24x12,24.0,24.0,12.0,50%,7.0,air_filter
F6-122424-3W,"EFS 12x24x24, 60% Depth Loading Synthetic Pocket Filter (3 pockets)","Wetzel Technologies Co., Ltd",12x24x24,12.0,24.0,24.0,60%,8.0,air_filter
F6-242424-8W,"EFS 24x24x24, 60% Depth Loading Synthetic Pocket Filter (8 pockets)","Wetzel Technologies Co., Ltd",24x24x24,24.0,24.0,24.0,60%,8.0,air_filter
F6-242426-6W,"EFS 24x24x26, 60% Depth Loading Synthetic Pocket Filter (6 pockets)","Wetzel Technologies Co., Ltd",24x24x26,24.0,24.0,26.0,60%,8.0,air_filter
F6-242426-8W,"EFS 24x24x26, 60% Depth Loading Synthetic Pocket Filter (8 pockets)","Wetzel Technologies Co., Ltd",24x24x26,24.0,24.0,26.0,60%,8.0,air_filter
F6S-122418-3W,"EFS 12x24x18, 60% Depth Loading Synthetic Pocket Filter (4 pockets)","Wetzel Technologies Co., Ltd",12x24x18,12.0,24.0,18.0,60%,8.0,air_filter
F6S-242418-8W,"EFS 24x24x18, 60% Depth Loading Synthetic Pocket Filter (8 pockets)","Wetzel Technologies Co., Ltd",24x24x18,24.0,24.0,18.0,60%,8.0,air_filter
F6SS-122412-3W,"EFS 12x24x12, 60% Depth Loading Synthetic Pocket Filter (3 pockets)","Wetzel Technologies Co., Ltd",12x24x12,12.0,24.0,12.0,60%,8.0,air_filter
F6SS-242412-8W,"EFS 24x24x12, 60% Depth Loading Synthetic Pocket Filter (8 pockets)","Wetzel Technologies Co., Ltd",24x24x12,24.0,24.0,12.0,60%,8.0,air_filter
F6V2-1224-GWB,"MERV 11 65%, 2V-Bank Filter (12x24x12) w/DSG","Wetzel Technologies Co., Ltd",12x24x12,12.0,24.0,12.0,MERV 11,11.0,air_filter
F6V2-2424-GWB,MERV 11 65% 2V-Bank Filter (24x24x12) w/DSG,"Wetzel Technologies Co., Ltd",24x24x12,24.0,24.0,12.0,MERV 11,11.0,air_filter
F6V3-2020-GWB,MERV 11 (65%) 3V-Bank Filter (20x20x12) w/DSG,"Wetzel Technologies Co., Ltd",20x20x12,20.0,20.0,12.0,MERV 11,11.0,air_filter
F6V4-1224-GWB,MERV 11 (65%) 4V-Bank Filter (12x24x12) w/DSG,"Wetzel Technologies Co., Ltd",12x24x12,12.0,24.0,12.0,MERV 11,11.0,air_filter
F6V4-2024-GWB,MERV 11 (65%) 4V-Bank Filter (20x24x12) w/DSG,"Wetzel Technologies Co., Ltd",20x24x12,20.0,24.0,12.0,MERV 11,11.0,air_filter
F6V4-2424-GWB,MERV 11 (65%) 4V-Bank Filter (24x24x12) w/DSG,"Wetzel Technologies Co., Ltd",24x24x12,24.0,24.0,12.0,MERV 11,11.0,air_filter
F6WR-242426-6W,"EFS 24x24x26, with Rubber Boot, Water Resistant , Depth Loading Synthetic Pocket Filter (6 pockets)","Wetzel Technologies Co., Ltd",24x24x26,24.0,24.0,26.0,,,air_filter
F6WR-242426-8W,"EFS 24x24x26, with Rubber Boot, Water Resistant , Depth Loading Synthetic Pocket Filter (8 pockets)","Wetzel Technologies Co., Ltd",24x24x26,24.0,24.0,26.0,,,air_filter
F7-242424-8W,"EFS 24x24x24,  Depth Loading Synthetic Pocket Filter (8 pockets)","Wetzel Technologies Co., Ltd",24x24x24,24.0,24.0,24.0,,,air_filter
